Date,High,Low,Open,Close,Volume,Adj Close,Currency
2007-01-01,1.9642891883850098,1.958288550376892,1.9592092037200928,1.96421217918396,0.0,1.96421217918396,GBP
2007-01-02,1.974294662475586,1.963594913482666,1.9640963077545166,1.9733986854553223,0.0,1.9733986854553223,GBP
2007-01-03,1.9753867387771606,1.9490138292312622,1.9733986854553223,1.9522099494934082,0.0,1.9522099494934082,GBP
2007-01-04,1.9533921480178833,1.9405040740966797,1.951790690422058,1.9429925680160522,0.0,1.9429925680160522,GBP
2007-01-05,1.953583002090454,1.9270051717758179,1.943105936050415,1.9308000802993774,0.0,1.9308000802993774,GBP
2007-01-08,1.940315842628479,1.9271165132522583,1.9297939538955688,1.940315842628479,0.0,1.940315842628479,GBP
2007-01-09,1.9451088905334473,1.9391870498657227,1.940315842628479,1.9391870498657227,0.0,1.9391870498657227,GBP
2007-01-10,1.9422000646591187,1.931993842124939,1.9391119480133057,1.9324043989181519,0.0,1.9324043989181519,GBP
2007-01-11,1.9530105590820312,1.9324043989181519,1.9324043989181519,1.9445037841796875,0.0,1.9445037841796875,GBP
2007-01-12,1.960092544555664,1.943105936050415,1.9445037841796875,1.9572153091430664,0.0,1.9572153091430664,GBP
2007-01-15,1.966993808746338,1.9575984477996826,1.960399866104126,1.9644049406051636,0.0,1.9644049406051636,GBP
2007-01-16,1.9685814380645752,1.9597852230072021,1.9644821882247925,1.9612072706222534,0.0,1.9612072706222534,GBP
2007-01-17,1.9723864793777466,1.9609380960464478,1.9612842798233032,1.9705986976623535,0.0,1.9705986976623535,GBP
2007-01-18,1.9776134490966797,1.9649839401245117,1.9704045057296753,1.9742168188095093,0.0,1.9742168188095093,GBP
2007-01-19,1.9767142534255981,1.970210313796997,1.9742558002471924,1.9732040166854858,0.0,1.9732040166854858,GBP
2007-01-22,1.9783176183700562,1.9725033044815063,1.9740997552871704,1.9769096374511719,0.0,1.9769096374511719,GBP
2007-01-23,1.9914368391036987,1.9769879579544067,1.9769879579544067,1.982199788093567,0.0,1.982199788093567,GBP
2007-01-24,1.983182668685913,1.965099811553955,1.9823962450027466,1.9680002927780151,0.0,1.9680002927780151,GBP
2007-01-25,1.9728925228118896,1.9630937576293945,1.9680002927780151,1.965099811553955,0.0,1.965099811553955,GBP
2007-01-26,1.9673808813095093,1.9574068784713745,1.9649839401245117,1.9599003791809082,0.0,1.9599003791809082,GBP
2007-01-29,1.9615919589996338,1.9554165601730347,1.9613995552062988,1.9617844820022583,0.0,1.9617844820022583,GBP
2007-01-30,1.9695895910263062,1.9607843160629272,1.9615919589996338,1.962092399597168,0.0,1.962092399597168,GBP
2007-01-31,1.9657951593399048,1.9487857818603516,1.9622077941894531,1.9634021520614624,0.0,1.9634021520614624,GBP
2007-02-01,1.9721921682357788,1.9627084732055664,1.9640963077545166,1.9671097993850708,0.0,1.9671097993850708,GBP
2007-02-02,1.9735932350158691,1.964790940284729,1.9671097993850708,1.9661816358566284,0.0,1.9661816358566284,GBP
2007-02-05,1.966993808746338,1.9543081521987915,1.9657951593399048,1.9607843160629272,0.0,1.9607843160629272,GBP
2007-02-06,1.9721143245697021,1.959286093711853,1.9610148668289185,1.9709872007369995,0.0,1.9709872007369995,GBP
2007-02-07,1.9732040166854858,1.9683877229690552,1.9711813926696777,1.971453309059143,0.0,1.971453309059143,GBP
2007-02-08,1.9730092287063599,1.9551488161087036,1.9718031883239746,1.9587103128433228,0.0,1.9587103128433228,GBP
2007-02-09,1.9910005331039429,1.9462069272994995,1.958787202835083,1.982789397239685,0.0,1.982789397239685,GBP
2007-02-12,1.9567941427230835,1.9448063373565674,1.953583002090454,1.9473057985305786,0.0,1.9473057985305786,GBP
2007-02-13,1.9522099494934082,1.9408053159713745,1.9471162557601929,1.94579017162323,0.0,1.94579017162323,GBP
2007-02-14,1.9649066925048828,1.94579017162323,1.94579017162323,1.9649066925048828,0.0,1.9649066925048828,GBP
2007-02-15,1.966916561126709,1.9509150981903076,1.9649066925048828,1.951409935951233,0.0,1.951409935951233,GBP
2007-02-16,1.9540027379989624,1.9468889236450195,1.951409935951233,1.9501159191131592,0.0,1.9501159191131592,GBP
2007-02-19,1.955990195274353,1.9440124034881592,1.952896237373352,1.9509150981903076,0.0,1.9509150981903076,GBP
2007-02-20,1.9573684930801392,1.9484063386917114,1.9509910345077515,1.9564112424850464,0.0,1.9564112424850464,GBP
2007-02-21,1.958787202835083,1.9492037296295166,1.9562962055206299,1.9536973237991333,0.0,1.9536973237991333,GBP
2007-02-22,1.9600155353546143,1.9468129873275757,1.9540027379989624,1.9564112424850464,0.0,1.9564112424850464,GBP
2007-02-23,1.965215802192688,1.95480477809906,1.9564112424850464,1.9627084732055664,0.0,1.9627084732055664,GBP
2007-02-26,1.9657951593399048,1.9612842798233032,1.9642891883850098,1.9639033079147339,0.0,1.9639033079147339,GBP
2007-02-27,1.9673808813095093,1.9599003791809082,1.9637877941131592,1.9627084732055664,0.0,1.9627084732055664,GBP
2007-02-28,1.9649839401245117,1.9527055025100708,1.9629011154174805,1.9640191793441772,0.0,1.9640191793441772,GBP
2007-03-01,1.9652929306030273,1.9567941427230835,1.9640963077545166,1.9575984477996826,0.0,1.9575984477996826,GBP
2007-03-02,1.9580967426300049,1.9420114755630493,1.9575984477996826,1.942615270614624,0.0,1.942615270614624,GBP
2007-03-05,1.9344979524612427,1.9187965393066406,1.9344979524612427,1.920786738395691,0.0,1.920786738395691,GBP
2007-03-06,1.9359960556030273,1.9204179048538208,1.9204179048538208,1.9352091550827026,0.0,1.9352091550827026,GBP
